日期,M0330255,K0182681,T1807286,M0340585,M0051559,M0051566,S0105896,S0105899,S0031645,M0000005
2005-06-09,678.7079,778.577,849.725,,107.0073,,1089.5089,1414.111,422.5,54.28
2005-06-08,671.9514,772.134,841.36,8.2764,106.9969,,1089.5789,1411.9964,424.55,52.54
2005-06-07,622.45,713.62,779.844,8.2764,106.9596,,1095.987,1429.2594,424.1,53.76
2005-06-06,622.1802,717.213,778.21,8.2765,106.8418,,1102.9322,1436.4226,425.85,54.49
2005-06-03,610.0508,700.434,765.967,,106.7785,,1073.6704,1391.6095,423.55,55.03
2005-06-02,611.5342,701.373,769.421,8.2764,106.7781,,1071.9266,1374.0035,420.4,53.63
2005-06-01,622.2079,719.025,778.673,8.2765,106.6748,,1063.6001,1343.9494,415.35,54.6
2005-05-31,635.5903,730.997,796.872,8.2767,106.47,,1069.5575,1335.4051,414.45,51.97
2005-05-30,636.2234,729.067,797.532,8.2763,106.541,,1070.2428,1346.2266,,
2005-05-27,630.7833,724.522,790.998,8.2764,106.6488,,1070.8816,1349.8426,418.25,51.85
2005-05-26,636.4737,728.697,799.024,,106.7022,,1064.018,1343.1212,418,51.01
2005-05-25,644.4658,737.538,809.697,,106.762,,1051.8388,1343.7885,418.4,50.98
2005-05-24,643.2815,737.35,808.743,8.2765,106.6776,,1050.6483,1344.5589,418.3,49.67
2005-05-23,634.4244,737.741,793.724,,106.7567,,1052.7497,1329.3854,418,49.16
2005-05-20,651.4171,753.071,819.13,,106.4147,,1044.6946,1337.7717,418,46.8
2005-05-19,654.0602,754.785,824.94,8.2764,106.1666,,1044.193,1336.1558,420.8,46.92
2005-05-18,653.4494,752.662,824.643,,106.1098,,1045.8009,1336.4578,419.75,47.25
2005-05-17,650.1882,750.711,818.455,8.2765,105.7907,,1038.7683,1327.7616,420,48.97
2005-05-16,643.7453,747.871,808.171,8.2764,105.9424,,1043.3155,1345.7978,419.25,48.61
2005-05-13,650.873,757.304,814.878,8.2765,105.913,,1039.2212,1340.5568,420,48.67
2005-05-12,646.8948,753.875,807.51,8.2764,105.5882,,1054.7821,1374.7292,424.25,48.54
2005-05-11,654.5624,771.586,811.57,8.2765,105.5509,,1058.1852,1388.8779,426.1,50.45
2005-05-10,661.3419,779.099,818.088,8.2764,105.5366,,1062.2495,1397.4269,427.4,52.07
2005-05-09,660.4106,775.321,818.399,,105.2882,,1061.5078,1388.2976,425.5,52.03
2005-05-08,,,,,105.3648,,,,,
2005-05-06,,,,,,,,,425.15,50.96
2005-05-05,,,,,,,,,429.15,50.83
2005-05-04,,,,,,,,,428.8,50.13
2005-05-03,,,,,,,,,427.9,49.5
2005-05-02,,,,8.2765,,,,,,50.92
2005-04-30,,,,,105.2246,,,,,
2005-04-29,680.8918,789.732,847.611,8.2764,104.9977,,1055.436,1379.8034,435.7,49.72
2005-04-28,688.2626,793.878,860.616,8.2765,105.1469,,1057.1141,1370.2361,432.5,51.77
2005-04-27,675.0474,782.432,839.953,8.2764,104.9897,,1054.3205,1369.6481,434.35,51.61
2005-04-26,684.5356,792.303,855.24,,105.0335,,1058.6986,1392.0508,437,54.2
2005-04-25,676.5672,790.749,841.058,8.2765,105.1074,,1059.9623,1380.9694,432.9,54.57
2005-04-22,687.0578,794.819,857.401,,104.6995,,1060.8383,1392.357,434.6,55.39
2005-04-21,694.5295,793.445,867.328,8.2764,105.0322,,1052.2996,1377.7751,434,54.2
2005-04-20,703.5806,798.517,884.083,8.2765,104.9699,,1072.7683,1386.6778,433.2,52.44
2005-04-19,716.1616,809.361,902.785,8.2764,105.0117,,1055.2476,1366.9805,427.45,52.29
2005-04-18,714.7164,806.389,901.118,8.2764,105.0963,,1043.064,1352.3216,425.75,50.37
2005-04-15,724.306,817.094,913.271,8.2765,105.0851,,1043.5845,1347.3037,424.6,50.49
2005-04-14,738.3685,826.005,935.425,8.2764,105.2891,,1042.7027,1331.2185,423.45,51.13
2005-04-13,749.1295,835.628,950.229,,104.5871,,1051.5981,1373.8383,427.5,50.22
2005-04-12,731.778,818.467,927.41,,104.9904,,1064.2836,1381.1262,427.3,51.86
2005-04-11,745.7601,830.908,948.509,8.2765,104.6404,,1059.4773,1379.8024,429,53.71
2005-04-08,749.4271,838.056,949.457,,104.538,,1061.8339,1356.7773,425.2,53.32
2005-04-07,735.619,824.609,932.333,,104.3526,,1074.1811,1360.8562,428,54.11
2005-04-06,725.4223,816.879,918.557,8.2764,103.941,,1065.6212,1344.5157,425.75,55.85
2005-04-05,712.9154,801.885,901.744,8.2765,104.0746,,1058.9603,1329.4999,424.6,56.04
2005-04-04,718.5285,808.591,909.87,8.2766,103.9766,,1060.3506,1328.0011,423.9,57.01
2005-04-01,731.2293,822.91,927.546,8.2765,103.5124,,1066.4825,1334.8716,427.15,57.27
2005-03-31,705.6177,795.667,896.068,8.2764,103.6441,,1074.8704,1329.4284,427.5,55.4
2005-03-30,701.0265,790.58,888.949,8.2765,103.6427,,1061.1013,1321.3869,426.45,53.99
2005-03-29,718.8735,802.739,916.811,8.2766,103.6269,,1064.4957,1324.7268,426.1,54.23
2005-03-28,723.1392,805.556,922.923,8.2764,103.5656,,1059.1126,1322.3936,,54.05
2005-03-25,727.3224,806.425,931.417,,103.596,,1062.2822,1321.7215,,
2005-03-24,728.799,808.18,933.347,,103.4679,,1054.8445,1311.1058,425.15,54.84
2005-03-23,722.9268,801.981,923.194,,103.3623,,1047.1897,1313.1677,426.15,53.81
2005-03-22,725.8207,808.104,922.564,,103.5957,,1058.4809,1320.7224,432.15,56.03
2005-03-21,743.5502,823.129,949.553,8.2765,103.7965,,1067.8559,1323.4885,432.7,56.62
2005-03-18,742.2451,821.028,949.509,8.2764,103.7826,,1073.5088,1311.4634,437.15,56.72
2005-03-17,756.1348,826.683,970.966,8.2765,103.4587,,1096.8296,1328.2348,438.6,56.4
2005-03-16,764.8879,832.823,983.916,8.2764,102.8887,,1099.3909,1327.2557,443,56.46
2005-03-15,772.0835,840.955,993.831,,102.9254,,1075.0488,1300.9323,440.65,55.05
2005-03-14,784.0196,857.614,1007.766,,102.8266,,1061.6107,1298.8768,441.95,54.95
2005-03-11,784.4788,853.898,1009.434,,102.7375,,1049.5763,1299.5412,443.7,54.43
2005-03-10,780.6124,851.531,1005.545,,102.5402,,1049.8976,1305.6796,440.9,53.54
2005-03-09,800.0078,869.403,1032.55,,102.2797,,1046.7134,1303.5649,439.5,54.77
2005-03-08,799.5666,876.344,1029.457,,102.1708,,1036.6335,1284.3252,437.25,54.59
2005-03-07,784.1156,863.704,1006.953,,102.2817,,1040.8474,1279.3003,433,53.89
2005-03-04,780.4458,859.489,1003.21,,102.0787,,1033.5383,1271.5633,433.45,53.78
2005-03-03,784.8849,861.688,1011.288,,102.0605,,1038.8877,1273.0026,430.2,53.57
2005-03-02,780.6848,855.879,1006.148,,102.2535,,1041.6656,1271.4522,431.75,53.05
2005-03-01,792.0468,866.258,1021.162,,102.31,,1033.0788,1274.9278,433.45,51.68
2005-02-28,793.1298,868.886,1020.847,,102.5694,,1036.3447,1280.0724,435.45,51.75
2005-02-25,796.163,878.503,1024.118,,102.4849,,1011.5521,1259.7449,434.25,51.49
2005-02-24,795.1713,877.345,1024.446,,101.8775,,1021.0068,1274.0576,433.75,51.39
2005-02-23,793.19,877.914,1019.258,,102.8088,,1009.1512,1261.1652,432.6,51.17
2005-02-22,789.6359,887.07,1007.688,,101.7709,,1009.2401,1270.8831,432.85,51.15
2005-02-21,770.9576,874.021,981.819,,101.9069,,997.2945,1262.5637,427.15,
2005-02-18,756.9169,856.212,964.769,,101.9893,,992.0479,1266.0824,427.1,48.35
2005-02-17,766.9438,870.085,977.272,,101.8529,,984.1084,1244.5523,426.25,47.54
2005-02-16,766.347,875.46,972.337,,102.0861,,984.0286,1236.1289,423.1,48.33
2005-02-15,,,,,,,,,424.4,47.26
2005-02-14,,,,,,,,,424.2,47.44
2005-02-11,,,,,,,,,418.85,47.16
2005-02-10,,,,,,,,,415.5,47.1
2005-02-09,,,,,,,,,411.15,45.46
2005-02-08,,,,,101.9866,,,,411.1,45.4
2005-02-07,,,,,101.8351,,,,414.4,45.28
2005-02-06,,,,,101.51,,,,,
2005-02-05,,,,,101.5415,,,,,
2005-02-04,759.6613,872.884,962.028,,101.3644,,971.3676,1213.512,415.9,46.48
2005-02-03,744.495,848.486,945.312,,101.2076,,967.9827,1202.1995,416.5,46.45
2005-02-02,757.0551,860.504,964.243,,101.3037,,970.4414,1220.0994,421.6,46.69
2005-02-01,718.0449,817.872,913.331,8.2765,101.1707,,972.5503,1222.1522,420.9,47.12
2005-01-31,722.1686,813.753,922.653,8.2764,101.1802,,969.3167,1218.5851,422.15,48.2
2005-01-28,740.1365,820.689,952.413,,101.1663,,973.6026,1223.1162,426.8,47.18
2005-01-27,749.8383,821.705,971.373,,100.9008,,976.4125,1221.9434,424.5,48.84
2005-01-26,762.047,834.669,987.955,,100.8577,,972.8402,1206.0034,425.8,48.78
2005-01-25,769.27,841.64,999.553,8.2765,101.0076,,977.0959,1222.7389,424.5,49.64
2005-01-24,772.3148,842.414,1008.175,,101.1577,,982.8943,1225.5041,427.35,48.81
2005-01-21,758.3659,831.847,988.519,8.2764,100.963,,976.6207,1204.0349,423.3,48.53
2005-01-20,742.4964,805.081,972.463,8.2765,100.7047,,972.9558,1190.8223,422.9,46.91
2005-01-19,752.702,810.989,986.241,8.2764,100.7657,,974.5607,1190.8978,424.95,47.55
2005-01-18,757.6103,817.309,991.419,8.2763,100.5483,,972.2853,1180.6097,421.75,48.38
2005-01-17,749.7836,811.554,977.522,8.2764,100.8258,,971.4223,1183.5857,422.25,
2005-01-14,767.3533,829.042,1000.169,8.2765,100.6767,,971.7379,1168.6476,422.5,48.38
2005-01-13,775.9586,834.221,1013.07,8.2764,100.2979,,972.5684,1168.924,423.6,48.04
2005-01-12,774.7617,837.244,1008.62,,100.3762,,973.5924,1171.1756,426.6,46.37
2005-01-11,775.2446,837.861,1008.343,8.2765,100.341,,968.6159,1160.3628,421.35,45.68
2005-01-10,772.756,832.986,1006.337,8.2764,100.1667,,963.8109,1146.6877,420,45.33
2005-01-07,765.6346,823.616,997.606,8.2765,100.1274,,966.8446,1155.0229,422.2,45.43
2005-01-06,763.804,822.499,994.595,8.2765,100.0186,,963.3346,1155.5133,424.35,45.56
2005-01-05,770.8937,831.428,1003.633,8.2764,101.1517,,955.9027,1139.1993,426,43.39
2005-01-04,760.8923,827.071,986.927,,100.6262,,960.7908,1161.9021,427.75,43.91
2005-01-03,,,,,,,,,,42.12
2004-12-31,773.1392,842.728,1000,8.2765,100.8283,,974.0261,1189.9242,438,
2004-12-30,780.2972,843.529,,,100.3229,,968.8918,1174.3636,435.6,43.45
2004-12-29,782.4398,843.781,,8.2764,100.3988,,969.0135,1176.7227,440.25,43.64
2004-12-28,787.252,848.63,,8.2763,99.6997,,970.6897,1173.8553,,41.77
2004-12-27,789.7368,848.194,,,99.952,,975.1249,1174.8428,,41.32
2004-12-24,792.2576,851.775,,8.2765,100.365,,975.3668,1160.3092,442.2,
2004-12-23,790.6516,850.7,,,100.0726,,971.4744,1148.2042,441.1,44.18
2004-12-22,806.5961,865.077,,8.2764,100.0138,,977.6055,1161.8536,441,44.24
2004-12-21,784.7451,845.382,,8.2765,100.2061,,974.4284,1150.3547,440.95,45.76
2004-12-20,784.2747,845.678,,8.2764,100.4398,,977.6281,1148.6558,442.45,45.64
2004-12-17,793.0797,857.251,,,99.9742,,969.3044,1137.2931,438.9,46.28
2004-12-16,801.2987,866.998,,,99.9866,,980.3346,1148.3723,439.5,44.18
2004-12-15,807.7897,867.604,,8.2765,100.1579,,976.728,1136.701,439,44.19
2004-12-14,807.1848,862.056,,,99.656,,973.0432,1122.5298,437.1,41.82
2004-12-13,809.5826,865.762,,,99.7643,,969.8196,1118.9325,435.1,41.01
2004-12-10,815.5939,868.427,,8.2764,100.4176,,962.4608,1103.3211,434,40.71
2004-12-09,833.4817,878.716,,8.2764,99.6159,,964.2851,1107.1481,437.1,42.53
2004-12-08,826.9851,868.904,,8.2765,99.4308,,958.4965,1105.391,436.9,41.94
2004-12-07,824.6589,868.292,,,99.7514,,966.3574,1123.1929,451.8,41.46
2004-12-06,837.679,874.998,,8.2765,99.6502,,965.9561,1118.6343,453.05,42.98
2004-12-03,836.4167,871.558,,8.2766,99.4785,,965.8284,1116.1981,448.65,42.54
2004-12-02,832.3212,871.125,,8.2764,99.8853,,972.0591,1137.8895,454.2,43.25
2004-12-01,829.6879,875.397,,8.2763,99.4304,,977.1614,1140.2226,452.85,45.49
2004-11-30,831.8672,879.308,,,99.7525,,979.0357,1150.3208,453.4,49.13
2004-11-29,828.6259,879.258,,,99.5929,,978.8503,1135.4991,451.25,49.76
2004-11-26,840.7537,889.083,,,99.0872,,986.7183,1142.9583,451,
2004-11-25,839.5406,890.777,,,99.4587,,983.0004,1139.6477,451.15,
2004-11-24,842.3956,889.118,,8.2765,99.1708,,979.3592,1129.2248,448.6,49.44
2004-11-23,852.1201,893.285,,8.2764,99.0113,,979.8078,1114.7285,448.15,48.94
2004-11-22,856.2182,905.841,,8.2765,98.9186,,980.3886,1117.2999,447.8,48.64
2004-11-19,850.5911,906.991,,8.2764,99.5128,,980.1824,1117.7539,445.6,48.44
2004-11-18,844.0591,900.816,,,99.3707,,986.9654,1132.7944,442,46.22
2004-11-17,833.9705,896.105,,,99.4646,,980.6436,1115.6984,443.45,46.84
2004-11-16,841.8636,906.734,,,99.65,,969.7904,1099.0126,439.4,46.11
2004-11-15,843.0677,906.985,,,99.3743,,975.2233,1130.0673,437.6,46.87
2004-11-12,832.36,898.166,,,99.6388,,965.3558,1117.8239,436.05,47.32
2004-11-11,829.8235,894.112,,,99.6145,,965.8916,1113.294,433.8,47.42
2004-11-10,833.3126,897.765,,8.2765,100.2562,,965.9345,1097.4841,433.4,48.86
2004-11-09,802.1956,864.565,,8.2764,99.6648,,967.1701,1093.5149,433.65,47.37
2004-11-08,799.0864,864.34,,8.2765,99.2249,,970.1137,1107.4064,431.9,49.09
2004-11-05,797.7928,862.261,,8.2764,99.3279,,964.5286,1090.945,431,49.61
2004-11-04,797.3484,860.814,,,99.7407,,964.1163,1081.73,430.5,48.82
2004-11-03,814.9969,877.53,,8.2765,99.4975,,967.7235,1085.8326,423.5,50.88
2004-11-02,798.1223,862.246,,8.2764,99.624,,962.6352,1077.3698,424.2,49.62
2004-11-01,800.7214,862.827,,8.2765,99.6975,,957.6206,1069.0284,428.85,50.13
2004-10-29,809.5546,870.79,,8.2766,100.3861,,958.4566,1054.6118,425.55,51.76
2004-10-28,824.8369,882.912,,8.2764,100.2767,,963.1963,1060.7212,424.2,50.92
2004-10-27,827.7211,884.85,,,100.0812,,965.8036,1056.6068,428.25,52.46
2004-10-26,814.926,875.855,,8.2765,100.421,,965.4777,1054.1174,427.5,55.17
2004-10-25,805.7018,865.653,,8.2768,100.1474,,972.7661,1074.8498,429.15,54.54
2004-10-22,814.9199,878.74,,8.2765,100.4003,,964.7829,1062.9688,422.8,55.17
2004-10-21,808.1291,864.307,,,100.9179,,964.7498,1060.908,422.5,54.47
2004-10-20,820.824,879.385,,,100.2803,,964.5161,1049.5809,423.6,54.92
2004-10-19,826.113,884.929,,8.2764,100.2886,,963.982,1051.5144,419.35,53.29
2004-10-18,825.4417,882.663,,,100.5551,,964.9844,1068.6147,419.1,53.67
2004-10-15,821.1107,879.718,,,100.1912,,963.5326,1052.6224,420.4,54.93
2004-10-14,823.8705,876.818,,8.2765,100.2081,,969.076,1082.1605,415.35,54.76
2004-10-13,866.4911,901.97,,8.2766,100.2115,,979.1124,1111.7318,411.25,53.64
2004-10-12,864.8397,902.718,,8.2765,100.2731,,991.9135,1128.5552,414.7,52.51
2004-10-11,880.7683,923.217,,8.2765,100.5779,,1010.2974,1164.9605,421.7,53.64
2004-10-10,,,,,99.6792,,,,,
2004-10-09,,,,,99.7347,,,,,
2004-10-08,881.1714,936.008,,8.2767,100.738,,1007.802,1150.8725,421.75,53.31
2004-10-07,,,,,,,,,418.1,52.67
2004-10-06,,,,,,,,,418.45,52.02
2004-10-05,,,,,,,,,415.4,51.09
2004-10-04,,,,,,,,,412.55,49.91
2004-10-01,,,,,,,,,418.1,50.12
2004-09-30,858.7334,924.355,,,100.8658,,996.9959,1113.1528,415.65,49.64
2004-09-29,872.8311,936.462,,8.2765,100.6295,,1001.7203,1108.2415,412.95,49.51
2004-09-28,882.6001,947.773,,8.2766,100.1322,,1004.3543,1115.5557,411.7,49.9
2004-09-27,876.059,946.137,,,100.0208,,999.999,1106.5697,409.2,49.64
2004-09-24,885.1746,951.091,,,100.3393,,999.9308,1101.8958,407.85,48.88
2004-09-23,906.246,967.323,,,100.2502,,1000.001,1096.5667,411.5,48.46
2004-09-22,880.093,933.101,,8.2765,99.7898,,1004.6961,1102.91,405.35,48.35
2004-09-21,897.522,955.001,,,99.7055,,990.0325,1075.9462,408.5,47.1
2004-09-20,902.1237,965.109,,8.2765,99.4167,,990.6422,1059.5119,404.3,46.35
2004-09-17,869.7239,932.315,,8.2765,99.8368,,991.0201,1051.5486,405.7,45.59
2004-09-16,842.7559,903.403,,8.2766,99.6212,,990.2103,1031.9425,403.4,43.88
2004-09-15,832.0648,892.769,,8.2768,99.6031,,982.0515,1020.532,404.45,43.58
2004-09-14,795.5211,860.097,,8.2767,99.3437,,980.5791,1023.529,405.25,44.39
2004-09-13,770.8406,834.104,,8.2766,99.4562,,982.4166,1020.3261,399.3,43.87
2004-09-10,789.483,851.969,,8.2766,100.0679,,977.2785,1012.2838,401.35,42.81
2004-09-09,788.0955,848.455,,8.2768,99.4179,,977.6453,1011.687,398.7,44.61
2004-09-08,804.1045,864.59,,8.2765,99.4052,,983.9442,1011.2909,396.3,42.77
2004-09-07,810.3657,877.773,,8.2766,99.9242,,976.8662,998.4023,398.1,43.31
2004-09-06,809.192,874.691,,8.2765,100.13,,979.4426,1004.1998,401.6,
2004-09-03,811.0329,879.417,,8.2766,100.0774,,984.1557,1008.0727,401.15,43.99
2004-09-02,812.1947,881.567,,,100.0266,,987.0301,1016.2004,406.1,44.06
2004-09-01,803.7953,880.542,,8.2767,99.7297,,978.5973,1014.0212,407.65,44
2004-08-31,816.6146,895.783,,8.2765,100.1017,,979.0981,1018.6268,407.25,42.12
2004-08-30,801.0503,882.046,,8.2769,99.656,,970.7391,1010.8962,,42.28
2004-08-27,800.3525,883.704,,8.2765,100.3181,,971.7051,1004.0259,405.1,43.18
2004-08-26,808.7375,892.098,,8.2767,99.8786,,976.3795,1008.5787,406.05,43.1
2004-08-25,814.6212,894.368,,8.2766,99.9837,,972.3993,1006.1861,406,43.47
2004-08-24,818.1097,897.767,,,99.7226,,976.0212,1011.1906,406.2,45.21
2004-08-23,804.9854,889.658,,8.2765,99.8952,,970.9765,1012.2959,410.6,46.05
2004-08-20,813.3557,904.827,,8.2767,100.8101,,968.53,1013.1463,410.55,47.86
2004-08-19,813.0518,903.316,,,99.8705,,963.2895,1004.4343,406.5,48.7
2004-08-18,826.8165,911.846,,8.2767,100.3522,,966.5961,1020.6892,402.45,47.27
2004-08-17,829.376,910.86,,8.2765,99.9494,,966.2014,1017.5056,401.3,46.75
2004-08-16,827.4651,904.008,,8.2769,100.2165,,958.3712,1009.5862,401.65,46.05
2004-08-13,839.4225,907.001,,8.2768,100.6159,,955.1455,992.456,396.75,46.58
2004-08-12,837.901,907.827,,8.2765,100.2842,,945.5883,989.369,394.15,45.5
2004-08-11,850.4903,914.606,,8.2765,100.1992,,953.0565,988.9428,393.85,44.8
2004-08-10,861.754,926.537,,8.2771,100.5364,,952.1067,986.4362,399.5,44.52
2004-08-09,857.9724,920.755,,8.2769,100.1284,,961.4151,999.2342,399,44.84
2004-08-06,857.3569,911.555,,8.277,100.8039,,963.5863,990.6492,399,43.95
2004-08-05,859.365,909.077,,,100.4769,,972.469,1006.8191,390.85,44.41
2004-08-04,870.119,923.019,,8.2765,100.2106,,961.9228,986.7349,391.5,42.83
2004-08-03,847.7216,893.301,,8.277,100.3842,,960.5223,984.5139,390.95,44.15
2004-08-02,850.5449,900.018,,,100.1918,,963.6549,979.0959,391.5,43.82
2004-07-30,858.5112,906.265,,8.277,100.7276,,965.7056,973.5231,391.4,43.8
2004-07-29,872.6048,918.792,,8.2769,100.4924,,965.7928,968.0611,387.3,42.75
2004-07-28,860.7208,906.054,,8.2769,100.274,,955.1457,947.0878,387.3,42.9
2004-07-27,854.9673,903.321,,8.2768,100.3922,,955.0839,945.092,389.85,41.84
2004-07-26,860.1267,903.751,,8.2766,100.1158,,956.3014,949.1407,390.75,41.44
2004-07-23,873.262,915.043,,,100.0432,,962.8449,964.9235,391.5,41.71
2004-07-22,869.3342,913.138,,8.2765,100.0866,,967.5474,980.6263,397.75,41.36
2004-07-21,891.8555,940.508,,8.2766,99.8601,,972.7811,978.0024,398.5,40.58
2004-07-20,891.9902,939.225,,8.2765,99.9169,,979.2012,984.2406,400,40.86
2004-07-19,897.5959,947.424,,8.2766,100.4904,,974.5778,988.8643,406.35,41.64
2004-07-16,896.1028,946.178,,8.2765,99.6877,,976.6077,980.0604,406.3,41.25
2004-07-15,871.3823,925.678,,8.2767,99.6442,,980.7848,980.5906,403.15,40.77
2004-07-14,861.9044,912.191,,8.2767,99.8214,,974.6687,977.8336,403.8,40.97
2004-07-13,865.1896,906.966,,8.2768,100.1021,,978.6412,987.7279,400.9,39.44
2004-07-12,863.36,904.553,,8.2768,100.1277,,981.6268,994.1799,406.35,39.5
2004-07-09,886.8654,923.202,,8.2769,99.8507,,983.1494,986.0994,406.5,39.96
2004-07-08,892.8136,927.035,,8.2769,100.0401,,988.396,984.4061,405.35,40.33
2004-07-07,891.0001,923.864,,,100.0251,,990.6887,977.6914,399.65,39.08
2004-07-06,900.0115,931.883,,8.2768,99.9383,,1009.9285,983.6622,394.5,39.65
2004-07-05,894.929,928.666,,8.2767,99.9447,,1009.1736,979.1004,398.25,
2004-07-02,894.282,926.617,,8.2766,100.0158,,1009.7499,971.7691,397.75,38.39
2004-07-01,894.0948,925.001,,8.2769,100.0232,,1018.0547,981.8165,394.8,38.74
2004-06-30,866.2393,897.707,,8.2766,100.8175,,1007.1169,963.1238,395.8,37.05
2004-06-29,874.6747,901.048,,8.2766,100.7289,,1012.3724,968.4119,394.4,35.66
2004-06-28,865.8176,883.755,,8.2766,100.5412,,1010.502,975.1351,404.25,36.24
2004-06-25,880.9239,891.79,,,100.4888,,1007.0781,974.2697,401.5,37.55
2004-06-24,900.9066,906.417,,8.2767,100.7797,,1007.2209,961.8506,400,37.93
2004-06-23,907.438,912.853,,8.2767,100.7691,,994.6558,947.9362,393.9,37.57
2004-06-22,915.3681,918.798,,8.2766,99.9582,,997.8674,962.7641,395.75,38.11
2004-06-21,905.6821,909.046,,8.2768,100.4568,,990.3149,963.5706,395.25,37.63
2004-06-18,897.1181,910.187,,8.2765,100.5895,,992.8425,958.0749,395.1,38.75
2004-06-17,904.5493,926.036,,,100.2103,,998.814,965.0937,386.1,38.46
2004-06-16,923.2026,947.163,,8.2766,100.4589,,990.6258,962.0013,385.25,37.32
2004-06-15,918.4113,942.679,,,100.3886,,977.6644,944.1746,386.5,37.19
2004-06-14,901.7886,924.594,,,99.9185,,971.2139,934.6308,385.1,37.59
2004-06-11,925.5037,942.862,,,100.4987,,971.2214,944.2009,384.85,
2004-06-10,923.0347,944.254,,,100.1691,,981.0526,945.3794,384.95,38.45
2004-06-09,925.6688,941.304,,,100.564,,984.8222,971.8303,386.85,37.54
2004-06-08,948.2403,954.77,,,100.7076,,992.6668,985.1256,392.35,37.28
2004-06-07,959.9139,973.22,,8.2767,100.4584,,996.3067,991.0665,393.6,38.66
2004-06-04,974.7092,986.225,,,101.1025,,990.274,967.591,388.3,38.49
2004-06-03,974.8713,986.446,,8.2768,101.4136,,992.7846,977.0321,390.35,39.28
2004-06-02,991.4232,1001.687,,8.2767,100.661,,1010.5673,1013.5102,394.85,39.96
2004-06-01,996.9644,1014.174,,8.2768,100.993,,1000,1000,397.2,42.33
2004-05-31,979.1796,1001.194,,8.2768,99.753,,,,,
2004-05-28,974.9959,995.637,,8.2769,100.5664,,,,393.25,39.88
2004-05-27,980.3255,1003.286,,8.2768,100.2068,,,,393.6,39.44
2004-05-26,958.1744,984.998,,8.2769,100.5845,,,,389.65,40.7
2004-05-25,955.3776,978.595,,8.2769,100.0168,,,,388.9,41.14
2004-05-24,979.0588,991.847,,8.277,99.2512,,,,384,41.72
2004-05-21,986.8785,994.45,,8.2771,99.5692,,,,385.3,39.93
2004-05-20,982.2361,985.931,,8.2771,99.7295,,,,379.5,40.92
2004-05-19,989.9769,988.922,,8.2769,100.2369,,,,380.75,41.5
2004-05-18,989.1724,989.207,,8.2772,100.1086,,,,377.7,40.54
2004-05-17,976.0379,981.737,,,100.3345,,,,382.95,41.55
2004-05-14,983.5817,997.947,,8.2772,99.738,,,,376.5,41.38
2004-05-13,1004.9897,1020.998,,8.2772,99.3583,,,,375.15,41.08
2004-05-12,1008.717,1025.02,,8.2773,99.6331,,,,382.2,40.77
2004-05-11,983.7913,1003.898,,8.2773,99.125,,,,375.25,40.06
2004-05-10,980.164,996.164,,8.2769,98.8275,,,,375,38.93
2004-05-09,,,,,100.1514,,,,,
2004-05-08,,,,,100.3893,,,,,
2004-05-07,,,,,,,,,380.8,39.93
2004-05-06,,,,,,,,,387.5,39.37
2004-05-05,,,,,,,,,392.55,39.57
2004-05-04,,,,8.2771,,,,,391.25,38.98
2004-05-03,,,,8.277,,,,,,38.21
2004-04-30,1003.2291,1025.954,,8.2771,98.6842,,,,388.5,37.38
2004-04-29,1000.0876,1016.513,,8.2769,97.8601,,,,386,37.31
2004-04-28,1020.3181,1029.806,,,99.4359,,,,392.25,37.46
2004-04-27,1022.6287,1031.217,,8.2768,99.4682,,,,396.25,37.53
2004-04-26,1036.7633,1038.999,,8.2768,99.3022,,,,397,36.97
2004-04-23,1039.0173,1034.409,,8.2769,99.5583,,,,394.5,36.46
2004-04-22,1057.6616,1050.757,,8.2769,99.5327,,,,392.3,36.71
2004-04-21,1052.0306,1043.533,,8.2769,99.1265,,,,392.75,35.73
2004-04-20,1060.1206,1052.244,,8.2768,100.0339,,,,396.85,37.6
2004-04-19,1066.9056,1054.738,,8.2768,99.8878,,,,403.1,37.42
2004-04-16,1079.6982,1071.228,,8.2769,100.7697,,,,400.85,37.74
2004-04-15,1074.3909,1055.889,,8.2771,100.9288,,,,398.25,37.57
2004-04-14,1088.4551,1065.682,,8.2772,101.584,,,,397.75,36.72
2004-04-13,1105.9286,1072.726,,,101.977,,,,407.9,37.21
2004-04-12,1111.2157,1080.08,,8.2769,102.5163,,,,,37.84
2004-04-09,1110.499,1088.157,,,101.927,,,,,
2004-04-08,1138.1537,1112.839,,,101.7717,,,,419.5,37.14
2004-04-07,1140.2356,1117.44,,,102.3527,,,,419,36.15
2004-04-06,1141.9058,1123.856,,,102.3144,,,,418.5,34.97
2004-04-05,1132.2205,1118.273,,8.2769,102.4849,,,,417.7,34.38
2004-04-02,1127.564,1127.805,,8.277,102.4025,,,,419,34.39
2004-04-01,1119.6094,1123.435,,8.2768,102.1937,,,,427.25,34.27
2004-03-31,1110.2288,1108.54,,8.277,102.7705,,,,423.7,35.76
2004-03-30,1098.0771,1101.271,,8.277,102.2176,,,,420,36.25
2004-03-29,1095.1223,1101.659,,8.2771,102.36,,,,421.25,35.45
2004-03-26,1104.0946,1112.782,,8.277,102.4147,,,,421.5,35.73
2004-03-25,1103.3993,1115.239,,8.2771,102.1553,,,,416.1,35.51
2004-03-24,1102.9966,1115.512,,8.2772,102.0529,,,,415.25,37.01
